	title	mean	rank	popularity	genres
1947	Rockman.EXE Stream	7.05	4009	6341	['Action', 'Adventure', 'Mecha', 'School', 'Sci-Fi', 'Strategy Game']
1948	Sasameki Koto	7.05	4010	2516	['Comedy', 'Girls Love', 'School', 'Seinen']
1949	Senpai wa Otokonoko	7.05	4011	3452	['Crossdressing', 'Love Polygon', 'Romance', 'School']
1950	Shakunetsu no Takkyuu Musume	7.05	4012	3338	['Sports']
1951	Shangri-La	7.05	4013	2788	['Action', 'Drama', 'Sci-Fi']
1952	Machine-Doll wa Kizutsukanai	7.04	4016	741	['Action', 'Ecchi', 'Fantasy', 'Harem', 'School', 'Sci-Fi']
1953	Maiko-san Chi no Makanai-san	7.04	4018	5075	['Educational', 'Gourmet', 'Iyashikei', 'Shounen', 'Slice of Life', 'Workplace']
1954	Meiji Tokyo Renka	7.04	4020	2968	['Historical', 'Josei', 'Reverse Harem', 'Romance', 'Supernatural', 'Time Travel']
1955	Mokke	7.04	4022	5343	['Iyashikei', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural']
1956	Ochame na Futago: Claire Gakuin Monogatari	7.04	4024	9755	['Comedy', 'Historical', 'School', 'Slice of Life']
1957	Princess Connect! Re:Dive	7.04	4028	855	['Adventure', 'Comedy', 'Fantasy', 'Gourmet']
1958	Rockman.EXE Beast	7.04	4029	6859	['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Strategy Game']
1959	Sekai Seifuku: Bouryaku no Zvezda	7.04	4032	1580	['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Super Power']
1960	All Out!!	7.04	4037	1934	['School', 'Seinen', 'Sports', 'Team Sports']
1961	Bye Bye, Earth	7.04	4039	4527	['Action', 'Adventure', 'Anthropomorphic', 'Fantasy']
1962	Danball Senki W	7.04	4040	7529	['Action', 'Kids', 'Mecha']
1963	Gudetama	7.04	4045	5818	['Comedy', 'Gourmet', 'Kids']
1964	Isekai Suicide Squad	7.04	4047	1994	['Action', 'Fantasy', 'Isekai']
1965	Jaku-Chara Tomozaki-kun 2nd Stage	7.04	4048	1892	['Drama', 'Romance', 'School']
1966	Jashin-chan Dropkick	7.04	4049	1779	['Comedy', 'Gag Humor', 'Mythology', 'Supernatural']
1967	Show By Rock!! Mashumairesh!!	7.04	4050	5326	['Comedy', 'Fantasy', 'Music']
1968	Trinity Seven	7.04	4054	213	['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen']
1969	Tsugumomo	7.04	4055	1206	['Action', 'Comedy', 'Ecchi', 'Harem', 'Mythology', 'School', 'Supernatural']
1970	Umineko no Naku Koro ni	7.04	4056	1107	['Gore', 'Horror', 'Mystery', 'Psychological', 'Supernatural', 'Suspense']
1971	Yakushiji Ryouko no Kaiki Jikenbo	7.04	4057	4964	['Detective', 'Mystery', 'Supernatural']
1972	Yuri Kuma Arashi	7.04	4058	2061	['Anthropomorphic', 'Avant Garde', 'Drama', 'Ecchi', 'Fantasy', 'Girls Love', 'Psychological', 'School']
1973	Show By Rock!!	7.03	4060	2301	['Comedy', 'Fantasy', 'Isekai', 'Music']
1974	Sore ga Seiyuu!	7.03	4061	3021	['Comedy', 'Showbiz', 'Slice of Life', 'Workplace']
1975	Soredemo Ayumu wa Yosetekuru	7.03	4062	1446	['Comedy', 'Romance', 'School', 'Shounen']
1976	Kanojo mo Kanojo Season 2	7.03	4068	2146	['Comedy', 'Harem', 'Romance', 'School', 'Shounen']
1977	Kemurikusa (TV)	7.03	4069	3999	['Fantasy', 'Sci-Fi']
1978	Kikou Souseiki Mospeada	7.03	4070	6480	['Action', 'Mecha', 'Military']
1979	Mahou Shoujo-tai Arusu	7.03	4075	4064	['Adventure', 'Comedy', 'Fantasy', 'Isekai']
1980	Metal Fight Beyblade 4D	7.03	4076	3183	['Adventure', 'Kids', 'Sports']
1981	Qin Shi Mingyue: Wanli Changcheng	7.03	4077	12465	['Action', 'Fantasy', 'Historical', 'Martial Arts']
1982	Red Garden	7.03	4078	3304	['Drama', 'Mystery', 'Psychological', 'Supernatural']
1983	Reikenzan: Hoshikuzu-tachi no Utage	7.03	4079	2169	['Comedy', 'Fantasy']
1984	Seikimatsu Occult Gakuin	7.03	4080	2049	['Comedy', 'Mystery', 'School', 'Sci-Fi', 'Supernatural', 'Time Travel']
1985	Seisenshi Dunbine	7.03	4081	5661	['Action', 'Adventure', 'Drama', 'Fantasy', 'Isekai', 'Mecha', 'Sci-Fi']
1986	Sekirei	7.03	4082	564	['Action', 'Comedy', 'Ecchi', 'Harem', 'Seinen', 'Super Power']
1987	Senki Zesshou Symphogear	7.03	4083	1847	['Action', 'Idols (Female)', 'Music', 'Sci-Fi']
1988	Di Gi Charat Nyo	7.03	4089	7014	['Comedy', 'Fantasy', 'Sci-Fi']
1989	Dosanko Gal wa Namara Menkoi	7.03	4091	1533	['Comedy', 'Romantic Subtext', 'School', 'Shounen']
1990	Great Mazinger	7.03	4096	7708	['Action', 'Mecha', 'Sci-Fi', 'Shounen']
1991	Hayate no Gotoku! Can't Take My Eyes Off You	7.03	4099	2946	['Comedy', 'Harem', 'Parody', 'Shounen']
1992	High Card Season 2	7.03	4101	3643	['Action', 'Adult Cast', 'Fantasy', 'Organized Crime', 'Super Power']
1993	Aikatsu on Parade!	7.02	4104	7703	['Idols (Female)', 'Music', 'School', 'Slice of Life']
1994	Ao no Exorcist: Shimane Illuminati-hen	7.02	4106	1709	['Action', 'Fantasy', 'Mythology', 'School', 'Shounen']
1995	Asatte no Houkou.	7.02	4107	4465	['Drama', 'Supernatural']
1996	B'T X	7.02	4108	5906	['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']
1997	Blue Gender	7.02	4111	2384	['Action', 'Adventure', 'Drama', 'Gore', 'Horror', 'Mecha', 'Military', 'Sci-Fi', 'Space', 'Survival']
1998	Cardfight!! Vanguard	7.02	4112	3025	['Action', 'Strategy Game']
1999	Fate/kaleid liner Prisma☆Illya	7.02	4115	892	['Action', 'Comedy', 'Fantasy', 'Mahou Shoujo']
2000	Fushigi Mahou Fun Fun Pharmacy	7.02	4117	9230	['Kids']
2001	Gantz 2nd Stage	7.02	4117	1456	['Action', 'Drama', 'Gore', 'High Stakes Game', 'Horror', 'Psychological', 'Sci-Fi', 'Seinen', 'Survival', 'Suspense']
2002	Grander Musashi RV	7.02	4119	10112	['Adventure', 'Sports']
2003	Hayate no Gotoku! Cuties	7.02	4119	3328	['Comedy', 'Harem', 'Parody', 'Romance', 'Shounen']
2004	Jahy-sama wa Kujikenai!	7.02	4120	996	['Comedy', 'Shounen', 'Supernatural']
2005	Strike the Blood	7.02	4122	336	['Action', 'Ecchi', 'Fantasy', 'Harem', 'School', 'Vampire']
2006	Tokyo Ghoul √A	7.02	4124	49	['Action', 'Fantasy', 'Gore', 'Horror', 'Psychological', 'Seinen', 'Suspense']
2007	Uchuu Senkan Yamato III	7.02	4125	7634	['Action', 'Adult Cast', 'Adventure', 'Drama', 'Military', 'Sci-Fi', 'Space']
2008	UniteUp!	7.02	4127	6555	['Idols (Male)', 'Music', 'Slice of Life']
2009	Uta no☆Prince-sama♪ Maji Love 1000%	7.02	4127	1222	['Comedy', 'Idols (Male)', 'Josei', 'Music', 'Reverse Harem', 'Romance', 'School']
2010	Watashi to Watashi: Futari no Lotte	7.02	4128	11652	['Slice of Life']
2011	Yami no Matsuei	7.02	4129	2980	['Boys Love', 'Detective', 'Fantasy', 'Horror', 'Mystery', 'Shoujo', 'Vampire']
2012	Yuusha, Yamemasu	7.02	4132	814	['Action', 'Adventure', 'Comedy', 'Fantasy']
2013	Joker Game	7.02	4132	1161	['Drama', 'Historical', 'Military', 'Mystery', 'Suspense']
2014	Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life	7.02	4134	1589	['Comedy', 'Fantasy']
2015	Kyattou Ninden Teyandee	7.02	4139	5614	['Action', 'Anthropomorphic', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']
2016	Mamoru-kun ni Megami no Shukufuku wo!	7.02	4141	4284	['Comedy', 'Romance', 'School']
2017	Mashiro-iro Symphony: The Color of Lovers	7.02	4141	1511	['Drama', 'Harem', 'Romance', 'School']
2018	Mekakucity Actors	7.02	4144	514	['Sci-Fi', 'Super Power', 'Supernatural']
2019	MM!	7.02	4144	1033	['Comedy', 'Ecchi', 'Harem', 'School']
2020	Ninkuu	7.02	4147	7359	['Adventure', 'Shounen']
2021	Ookami Shoujo to Kuro Ouji	7.02	4148	480	['Comedy', 'Romance', 'School', 'Shoujo']
2022	Otome wa Boku ni Koishiteru	7.02	4150	2776	['Comedy', 'Crossdressing', 'Drama', 'Romance', 'School']
2023	Red Baron	7.02	4151	8849	['Martial Arts', 'Mecha', 'Sci-Fi', 'Sports']
2024	Kaze no Naka no Shoujo: Kinpatsu no Jeanie	7.01	4153	8983	['Drama', 'Historical']
2025	Kingyo Chuuihou!	7.01	4154	9160	['Comedy', 'Shoujo']
2026	Koi Kaze	7.01	4156	2317	['Drama', 'Psychological', 'Romance', 'Seinen']
2027	Kyoukaisenjou no Horizon	7.01	4157	1334	['Action', 'Fantasy', 'Sci-Fi']
2028	Madlax	7.01	4159	3461	['Drama', 'Military', 'Mystery', 'Psychological', 'Supernatural']
2029	Magic-Kyun! Renaissance	7.01	4159	2947	['Fantasy', 'Music', 'Reverse Harem', 'Romance', 'School', 'Visual Arts']
2030	Medaka Box	7.01	4161	953	['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']
2031	Metal Fight Beyblade: Baku	7.01	4163	3000	['Adventure', 'Comedy', 'Kids', 'Sports']
2032	Natsu-iro Kiseki	7.01	4165	3391	['School', 'Slice of Life', 'Supernatural']
2033	Oshiete! Galko-chan	7.01	4166	1337	['Comedy', 'School']
2034	Ro-Kyu-Bu! SS	7.01	4170	3644	['Comedy', 'Ecchi', 'School', 'Sports', 'Team Sports']
2035	Sasayaku You ni Koi wo Utau	7.01	4172	2508	['Girls Love', 'School']
2036	Seiyou Kottou Yougashiten: Antique	7.01	4173	3619	['Adult Cast', 'Boys Love', 'Comedy', 'Gourmet', 'Shoujo', 'Workplace']
2037	Shakunetsu Kabaddi	7.01	4173	2074	['Comedy', 'School', 'Sports', 'Team Sports']
2038	Azur Lane: Bisoku Zenshin!	7.01	4177	3107	['Anthropomorphic', 'CGDCT', 'Comedy', 'Military', 'Sci-Fi']
2039	Bakusou Kyoudai Let's & Go WGP	7.01	4179	7524	['Kids', 'Racing']
2040	Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!	7.01	4179	4149	['Comedy', 'Parody', 'School']
2041	Binchou-tan	7.01	4180	5734	['Iyashikei', 'Shounen', 'Slice of Life']
2042	Daisuki! BuBu ChaCha	7.01	4184	11437	['Kids', 'Pets']
2043	Galaxy Angel	7.01	4191	4126	['Comedy', 'Sci-Fi']
2044	Shuffle!	7.01	4193	886	['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School']
2045	Slow Start	7.01	4194	2366	['CGDCT', 'Comedy', 'School']
2046	Soukou no Strain	7.01	4196	4626	['Action', 'Drama', 'Ecchi', 'Mecha', 'Military', 'Sci-Fi', 'Space']
2047	Sword Art Online Alternative: Gun Gale Online	7.01	4199	348	['Action', 'Military', 'Video Game']
2048	Taiho Shichau zo Special	7.01	4200	7205	['Action', 'Adult Cast', 'Comedy', 'Detective', 'Seinen', 'Workplace']
2049	Takahashi Rumiko Gekijou Ningyo no Mori	7.01	4201	4245	['Drama', 'Fantasy', 'Horror', 'Mystery', 'Shounen']
2050	Tesagure! Bukatsumono Encore	7.01	4203	8569	['Comedy', 'Parody', 'School']
2051	Tokimeki Memorial: Only Love	7.01	4204	3687	['Comedy', 'Harem', 'Romance', 'School']
2052	Tsurupika Hagemaru-kun	7.01	4205	9762	['Comedy', 'Kids']
2053	Uta no☆Prince-sama♪ Maji Love Revolutions	7.01	4207	2854	['Comedy', 'Idols (Male)', 'Josei', 'Music', 'Reverse Harem', 'Romance', 'School']
2054	Tottoko Hamtarou	7.0	4214	2853	['Adventure', 'Anthropomorphic', 'Comedy', 'Kids']
2055	Yami Shibai	7.0	4217	1976	['Avant Garde', 'Horror', 'Supernatural']
2056	Kamigami no Asobi	7.0	4219	1576	['Fantasy', 'Isekai', 'Josei', 'Mythology', 'Reverse Harem', 'Romance']
2057	Koutetsu Jeeg	7.0	4220	9299	['Action', 'Fantasy', 'Mecha', 'Mythology', 'Sci-Fi']
2058	Makai Ouji: Devils and Realist	7.0	4223	1876	['Comedy', 'Fantasy', 'Historical', 'Josei', 'Mystery', 'Mythology', 'School']
2059	Maria†Holic	7.0	4224	1345	['Comedy', 'Crossdressing', 'Girls Love', 'Parody', 'School', 'Seinen']
2060	Masuda Kousuke Gekijou Gag Manga Biyori 3	7.0	4225	10089	['Comedy', 'Gag Humor']
2061	NG Knight Ramune & 40	7.0	4226	8948	['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mecha']
2062	Rental Magica	7.0	4227	2808	['Action', 'Fantasy', 'Harem', 'Mystery', 'Super Power']
2063	Seiyuu Radio no Uraomote	7.0	4228	3346	['Comedy', 'Drama', 'School', 'Showbiz']
2064	Danball Senki	7.0	4232	6313	['Action', 'Kids', 'Mecha']
2065	Danball Senki Wars	7.0	4233	8336	['Action', 'Kids', 'Mecha']
2066	Flanders no Inu, Boku no Patrasche	7.0	4235	10605	['Drama', 'Historical', 'Pets']
2067	Geragera Boes Monogatari	7.0	4237	11695	['Comedy', 'Kids']
2068	Inazuma Eleven Go	7.0	4239	2358	['Sports', 'Super Power', 'Team Sports']
2069	BanG Dream!	6.99	4244	2195	['CGDCT', 'Music', 'School']
2070	Blue Seed	6.99	4245	4066	['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Mythology', 'Romance', 'Seinen', 'Supernatural']
2071	Bosco Adventure	6.99	4246	10904	['Adventure', 'Fantasy', 'Kids']
2072	Dog Days'	6.99	4249	2038	['Action', 'Adventure', 'Fantasy', 'Isekai']
2073	Dragon League	6.99	4250	10900	['Adventure', 'Comedy', 'Fantasy', 'Sports', 'Team Sports']
2074	Gakusen Toshi Asterisk 2nd Season	6.99	4253	523	['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi']
2075	Harukanaru Toki no Naka de: Hachiyou Shou	6.99	4254	4436	['Fantasy', 'Isekai', 'Mythology', 'Reverse Harem', 'Romance']
2076	Hataraki Man	6.99	4255	4363	['Adult Cast', 'Comedy', 'Drama', 'Romance', 'Seinen', 'Workplace']
2077	Sky Girls	6.99	4257	4507	['Mecha', 'Military', 'Sci-Fi']
2078	Stop!! Hibari-kun!	6.99	4258	6126	['Comedy', 'Crossdressing', 'Gag Humor', 'Organized Crime', 'Shounen']
2079	Terra Formars	6.99	4260	1054	['Action', 'Gore', 'Horror', 'Sci-Fi', 'Seinen', 'Space', 'Survival', 'Suspense']
2080	Waccha PriMagi!	6.99	4262	8240	['Idols (Female)', 'Mahou Shoujo', 'Music']
2081	Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!	6.99	4264	322	['Comedy', 'Otaku Culture', 'School']
2082	Witch Craft Works	6.99	4265	698	['Action', 'School', 'Seinen', 'Supernatural']
2083	Yuragi-sou no Yuuna-san	6.99	4268	802	['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Supernatural']
2084	Jungle no Ouja Tar-chan	6.99	4270	9772	['Action', 'Comedy', 'Gag Humor', 'Parody', 'Shounen']
2085	Kamisama Dolls	6.99	4272	2559	['Action', 'Seinen', 'Supernatural']
2086	Lost Universe	6.99	4274	5167	['Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Space']
2087	Nanatsu-iro★Drops	6.99	4277	4624	['Mahou Shoujo', 'Romance', 'School']
2088	Kamen no Maid Guy	6.98	4282	3490	['Action', 'Comedy', 'Ecchi', 'Shounen', 'Super Power']
2089	Kinnikuman II Sei: Ultimate Muscle 2	6.98	4284	7367	['Combat Sports', 'Comedy', 'Sci-Fi', 'Sports']
2090	Kokkoku	6.98	4285	1289	['Adult Cast', 'Drama', 'Mystery', 'Psychological', 'Seinen', 'Supernatural', 'Suspense']
2091	Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya	6.98	4286	2736	['Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological', 'Suspense']
2092	Muteki Choujin Zanbot 3	6.98	4288	8114	['Action', 'Drama', 'Mecha', 'Sci-Fi']
2093	Neo Angelique Abyss: Second Age	6.98	4289	4861	['Comedy', 'Fantasy', 'Josei', 'Reverse Harem', 'Romance']
2094	Project ARMS: The 2nd Chapter	6.98	4292	7719	['Action', 'Fantasy', 'Martial Arts', 'School', 'Shounen', 'Super Power']
2095	Sengoku Youko: Yonaoshi Kyoudai-hen	6.98	4294	3282	['Action', 'Adventure', 'Fantasy', 'Historical', 'Mythology', 'Shounen']
2096	Area 88 (TV)	6.98	4297	5507	['Action', 'Drama', 'Military', 'Romance', 'Shounen']
2097	Concrete Revolutio: Choujin Gensou - The Last Song	6.98	4302	3749	['Action', 'Drama', 'Fantasy', 'Mystery', 'Mythology', 'Sci-Fi', 'Super Power']
2098	D4DJ Petit Mix	6.98	4303	7485	['Comedy', 'Music']
2099	Dance in the Vampire Bund	6.97	4358	1065	['Action', 'Drama', 'Romance', 'Seinen', 'Supernatural', 'Vampire']
2100	Elf wo Karu Mono-tachi II	6.98	4305	5651	['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Shounen']
2101	Futari wa Precure: Max Heart	6.98	4307	4942	['Action', 'Comedy', 'Fantasy', 'Mahou Shoujo']
2102	Gantz	6.98	4307	661	['Action', 'Drama', 'Gore', 'High Stakes Game', 'Horror', 'Psychological', 'Sci-Fi', 'Seinen', 'Supernatural', 'Survival', 'Suspense']
2103	H2O: Footprints in the Sand	6.98	4309	2154	['Drama', 'Harem', 'Romance', 'School', 'Supernatural']
2104	Haiyore! Nyaruko-san	6.98	4310	666	['Comedy', 'Parody', 'Sci-Fi']
2105	Hiatari Ryoukou!	6.98	4313	8091	['Comedy', 'Romance', 'School', 'Shoujo', 'Sports']
2106	Sora wo Kakeru Shoujo	6.98	4317	4347	['Adventure', 'Comedy', 'Sci-Fi', 'Space']
2107	To LOVE-Ru	6.98	4321	334	['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Shounen']
2108	Uzaki-chan wa Asobitai!	6.98	4322	475	['Adult Cast', 'Comedy', 'Romantic Subtext']
2109	ViVid Strike!	6.98	4323	2288	['Action', 'Drama', 'Martial Arts']
2110	Wake Up, Girls!	6.98	4323	3018	['Drama', 'Idols (Female)', 'Music']
2111	YAT Anshin! Uchuu Ryokou	6.98	4325	10281	['Adventure', 'Comedy', 'Sci-Fi']
2112	Jungle Book Shounen Mowgli	6.97	4328	7154	['Adventure', 'Anthropomorphic', 'Drama']
2113	Kaibutsu Oujo	6.97	4329	2414	['Action', 'Comedy', 'Horror', 'Shounen', 'Supernatural', 'Vampire']
2114	Kami-tachi ni Hirowareta Otoko	6.97	4330	1134	['Fantasy', 'Isekai', 'Iyashikei', 'Reincarnation', 'Slice of Life']
2115	Kanojo, Okarishimasu	6.97	4330	159	['Adult Cast', 'Comedy', 'Harem', 'Romance', 'Shounen']
2116	Koi to Senkyo to Chocolate	6.97	4334	987	['Drama', 'Harem', 'Romance', 'School']
2117	Kuruneko 2nd Season	6.97	4335	12169	['Comedy', 'Pets', 'Slice of Life']
2118	Mewkledreamy	6.97	4339	7005	['Adventure', 'Fantasy', 'Kids']
2119	Minami no Niji no Lucy	6.97	4340	10072	['Adventure', 'Slice of Life']
2120	Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e	6.97	4340	7237	['Drama', 'Romance', 'School', 'Shounen', 'Sports', 'Team Sports']
2121	Mizuiro Jidai	6.97	4341	8256	['Drama', 'Romance', 'School', 'Shoujo']
2122	Princess Princess	6.97	4350	2737	['Comedy', 'Crossdressing', 'School', 'Shoujo']
2123	Bakuten Shoot Beyblade G Revolution	6.97	4354	3173	['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen']
2124	Cardfight!! Vanguard: Divinez	6.97	4354	10326	['Action', 'Strategy Game']
2125	Daisougen no Chiisana Tenshi: Bush Baby	6.97	4357	9796	['Adventure', 'Drama']
2126	Dr. Slump	6.97	4359	5071	['Comedy', 'Gag Humor', 'Sci-Fi', 'Shounen']
2127	Elf wo Karu Mono-tachi	6.97	4360	4286	['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Isekai', 'Shounen']
2128	Genki Bakuhatsu Ganbaruger	6.97	4363	11653	['Mecha']
2129	Gleipnir	6.97	4364	461	['Action', 'Ecchi', 'Mystery', 'Seinen', 'Supernatural']
2130	Animal Yokochou	6.96	4367	9554	['Adventure', 'Comedy', 'Fantasy', 'Shoujo']
2131	Back Street Girls: Gokudolls	6.96	4368	1517	['Comedy', 'Ecchi', 'Magical Sex Shift', 'Organized Crime', 'Seinen', 'Workplace']
2132	Bessatsu Olympia Kyklos	6.96	4370	5124	['Comedy', 'Historical', 'Seinen', 'Sports']
2133	Chou Mashin Eiyuuden Wataru	6.96	4372	10993	['Action', 'Adventure', 'Comedy', 'Mecha']
2134	Classroom☆Crisis	6.96	4373	1823	['Drama', 'Romance', 'School', 'Sci-Fi', 'Space']
2135	Digimon Savers	6.96	4374	2268	['Adventure', 'Comedy', 'Drama', 'Fantasy']
2136	Fukumenkei Noise	6.96	4376	1792	['Drama', 'Love Polygon', 'Music', 'Romance', 'School', 'Shoujo']
2137	Gakuen Senki Muryou	6.96	4377	7161	['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Space', 'Supernatural']
2138	Hime Chen! Otogi Chikku Idol Lilpri	6.96	4379	6178	['Fantasy', 'Mahou Shoujo']
2139	Jinzou Ningen Kikaider The Animation	6.96	4380	6339	['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']
2140	Sirius	6.96	4381	986	['Action', 'Historical', 'Supernatural', 'Vampire']
2141	Tongari Boushi no Memole	6.96	4385	9624	['Fantasy']
2142	Kaitou Joker	6.96	4387	5511	['Adventure', 'Comedy', 'Kids', 'Mystery']
2143	Kishin Douji Zenki	6.96	4388	5546	['Action', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Mythology', 'Shounen']
2144	Koi wa Futago de Warikirenai	6.96	4390	4175	['Comedy', 'Love Polygon', 'Romance', 'School']
2145	Nanatsu no Taizai: Seisen no Shirushi	6.96	4394	282	['Action', 'Adventure', 'Fantasy', 'Shounen']
2146	Oishinbo	6.96	4395	8749	['Comedy', 'Gourmet', 'Seinen', 'Slice of Life']
2147	Osake wa Fuufu ni Natte kara	6.96	4396	1122	['Adult Cast', 'Comedy', 'Gourmet', 'Romance']
2148	Popolocrois Monogatari	6.96	4399	9298	['Adventure', 'Fantasy']
2149	Satsuriku no Tenshi	6.96	4400	306	['Adventure', 'Gore', 'Horror', 'Psychological', 'Suspense']
2150	Juuni Senshi Bakuretsu Eto Ranger	6.95	4403	10324	['Action', 'Comedy', 'Fantasy']
2151	Kachou Ouji	6.95	4403	4001	['Adventure', 'Comedy', 'Music', 'Sci-Fi', 'Slice of Life', 'Space']
2152	Keppeki Danshi! Aoyama-kun	6.95	4404	1231	['Comedy', 'Gag Humor', 'School', 'Seinen', 'Sports', 'Team Sports']
2153	Kuutei Dragons	6.95	4406	3270	['Adventure', 'Fantasy', 'Seinen']
2154	Leadale no Daichi nite	6.95	4406	1462	['Adventure', 'Fantasy', 'Isekai', 'Reincarnation']
2155	Maria†Holic Alive	6.95	4409	2700	['Comedy', 'Crossdressing', 'Girls Love', 'Parody', 'School', 'Seinen']
2156	Ninja Hattori-kun	6.95	4409	6027	['Comedy', 'Martial Arts', 'Shounen', 'Slice of Life']
2157	Ochamegami Monogatari: Korokoro Pollon	6.95	4411	9346	['Comedy', 'Parody']
2158	Ore, Tsushima	6.95	4414	5038	['Comedy', 'Pets', 'Seinen', 'Slice of Life']
2159	Rinne no Lagrange Season 2	6.95	4415	4161	['Action', 'Comedy', 'Mecha', 'Sci-Fi']
2160	Sakura Trick	6.95	4417	934	['Comedy', 'Girls Love', 'School', 'Seinen']
2161	Air Master	6.95	4420	3597	['Action', 'Comedy', 'Martial Arts', 'Seinen']
2162	Ensemble Stars!	6.95	4426	3197	['Idols (Male)', 'Music', 'School']
2163	Shin Koihime†Musou: Otome Tairan	6.95	4429	4823	['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Historical']
2164	To Be Hero	6.95	4434	2778	['Comedy']
2165	Watashi ga Motete Dousunda	6.95	4436	497	['Comedy', 'Otaku Culture', 'Reverse Harem', 'Romance', 'School', 'Shoujo']
2166	Yuusha Tokkyuu Might Gaine	6.95	4439	9470	['Action', 'Adventure', 'Mecha', 'Sci-Fi']
2167	Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita	6.94	4441	726	['Adventure', 'Fantasy', 'Romance']
2168	Starmyu 3rd Season	6.94	4443	6353	['Idols (Male)', 'Music', 'Performing Arts', 'School']
2169	Starship Operators	6.94	4444	5315	['Drama', 'Military', 'Sci-Fi', 'Space']
2170	Strike Witches	6.94	4445	1387	['Action', 'Ecchi', 'Military', 'Sci-Fi']
2171	Uchi Tama?! Uchi no Tama Shirimasen ka?	6.94	4446	4546	['Anthropomorphic', 'Pets', 'Slice of Life']
2172	Kinnikuman II Sei: Ultimate Muscle	6.94	4451	7020	['Combat Sports', 'Comedy', 'Sci-Fi', 'Sports']
2173	Kono Danshi, Mahou ga Oshigoto desu.	6.94	4452	4187	['Boys Love', 'Fantasy']
2174	Mahou Shoujo Ikusei Keikaku	6.94	4457	1464	['Action', 'Fantasy', 'Gore', 'High Stakes Game', 'Mahou Shoujo', 'Survival', 'Suspense']
2175	Manga Sekai Mukashibanashi	6.94	4459	10989	['Adventure', 'Drama', 'Fantasy', 'Historical']
2176	Monster Musume no Iru Nichijou	6.94	4461	264	['Anthropomorphic', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Seinen']
2177	Ore no Imouto ga Konnani Kawaii Wake ga Nai	6.94	4462	299	['Comedy', 'Otaku Culture']
2178	Orenchi no Furo Jijou	6.94	4463	1912	['Comedy', 'Fantasy', 'Josei']
2179	Renkin San-kyuu Magical? Pokaan	6.94	4465	3881	['CGDCT', 'Comedy', 'Ecchi', 'Gag Humor', 'Parody', 'Vampire']
2180	Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu	6.94	4466	2218	['Fantasy', 'Isekai']
2181	SF Saiyuuki Starzinger	6.94	4468	9909	['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Space']
2182	.hack//Sign	6.94	4469	1314	['Adventure', 'Fantasy', 'Mystery', 'Video Game']
2183	Anne Happy♪	6.94	4471	2422	['CGDCT', 'School', 'Slice of Life']
2184	Battle Spirits: Shounen Gekiha Dan	6.94	4473	9127	['Adventure', 'Isekai', 'Military', 'Strategy Game']
2185	Dennou Boukenki Webdiver	6.94	4478	9998	['Action', 'Adventure', 'Mecha', 'Sci-Fi']
2186	Devil May Cry	6.94	4479	781	['Action', 'Fantasy', 'Gore', 'Mythology']
2187	Hyper Police	6.94	4483	6015	['Action', 'Comedy', 'Detective', 'Romance', 'Sci-Fi']
2188	A-Channel	6.93	4485	2102	['CGDCT', 'Comedy', 'School']
2189	Ai Shoujo Pollyanna Story	6.93	4486	7873	['Drama', 'Historical', 'Slice of Life']
2190	Bouken Ou Beet	6.93	4490	5402	['Action', 'Adventure', 'Fantasy', 'Shounen']
